seq;timestamp_ms;red;ir;red_corrected;ir_corrected
1731;169723;41194;100542;53.1756428288;52.4041171489
1732;169743;41191;100547;50.2713384658;57.0317274324
1733;169763;41182;100541;41.4134256133;50.6908174352
1734;169802;41206;100554;64.9826715918;63.5718076964
1735;169816;41194;100539;52.9739846658;48.2246450659
1736;169830;41190;100538;48.4219998197;47.014560502
1737;169857;41193;100545;50.8800554482;53.6115612766
1738;169871;41182;100571;40.0789329938;79.2390980177
1739;169885;41197;100561;54.4247078843;68.9538319017
1740;169913;41180;100528;37.0801767464;35.7555676585
1741;169933;41193;100557;50.0015693226;64.3630790039
1742;169953;41193;100559;49.924342549;65.9622546605
1743;169976;41196;100555;53.7450563686;61.5898185787
1744;169990;41186;100542;43.2651697992;48.5158033954
1745;170019;41188;100518;44.4261121686;24.5499065993
1746;170042;41171;100526;27.0647125659;32.3051582431
1747;170056;41181;100512;36.7746815453;18.1645632213
1748;170076;41177;100527;32.6487807645;32.9651425773
1749;170096;41189;100507;44.4638183794;12.8665950153
1750;170118;41181;100505;35.7421679586;10.945995742
1751;170132;41165;100509;20.2201324252;14.7506758427
1752;170146;41179;100506;34.2070085164;11.5007615814
1753;170176;41166;100511;20.5621052724;16.5378749732
1754;170204;41167;100503;22.4257284395;8.3755660673
1755;170212;41178;100507;33.3209455335;12.2961873856
1756;170232;41147;100529;2.1626613441;34.1373810306
1757;170252;41168;100525;22.8995304257;29.9994808036
1758;170275;41181;100536;35.3755939943;40.7000911263
1759;170292;41177;100527;31.3984376779;31.4745915711
1760;170307;41186;100515;40.1612488336;19.4349935052
1761;170327;41187;100529;40.3475085119;33.4835464745
1762;170345;41191;100542;43.6892531512;46.3350348338
1763;170365;41175;100549;27.678428803;52.8681598909
1764;170389;41180;100545;32.6864179763;48.5193841854
1765;170409;41183;100554;35.6509873993;57.1802683258
1766;170429;41181;100551;33.6265702605;53.8576391209
1767;170451;41174;100554;26.4509747487;56.8657219369
1768;170468;41181;100550;33.0779340511;52.6264327321
1769;170491;41187;100556;39.5499299709;58.0860567133
1770;170522;41184;100572;36.4765987219;73.6536381194
1771;170542;41182;100572;34.3299712054;73.2542472387
1772;170566;41184;100561;35.899971109;62.0723097118
1773;170581;41281;100570;131.6825606758;70.7238043347
1774;170597;41179;100536;29.9504971624;36.520406205
1775;170621;41185;100585;35.8631744563;84.8747083671
1776;170643;41201;100601;51.443812631;100.3287995388
1777;170663;41185;100581;35.0541367978;79.9844043909
1778;170683;41203;100586;52.5754521188;84.6170699982
1779;170686;41184;100585;33.3559318809;83.1993185702
1780;170706;41182;100564;31.1306142238;61.9056456829
1781;170741;41172;100588;20.8098201642;85.449473083
1782;170756;41174;100619;22.7739178193;116.1376132873
1783;170772;41176;100595;25.114072162;91.5014902157
1784;170797;41190;100595;38.5839021881;90.9964549625
1785;170812;41187;100592;35.1332163719;87.5781661027
1786;170832;41174;100595;21.8291237381;90.1742333926
1787;170852;41177;100602;24.5107050421;96.737611135
1788;170867;41174;100590;22.1864161778;84.2728827872
1789;170890;41172;100604;21.0869402005;97.4669199006
1790;170919;41177;100583;25.1467992329;76.2925704088
1791;170933;41177;100579;24.9644978689;71.8990055166
1792;170962;41170;100555;17.9315576368;47.6070789866
1793;170982;41166;100547;13.947075065;39.3806546425
1794;170999;41174;100541;21.7943047754;33.1621641882
1795;171019;41164;100545;11.0682517411;36.7747924438
1796;171033;41165;100556;11.9555232856;47.6558258358
1797;171047;41161;100542;8.4493807988;33.8965227358
1798;171075;41169;100542;15.954457951;33.634412426
1799;171095;41167;100547;14.1386633412;38.459958545
1800;171115;41154;100541;1.3883303628;32.3540775927
1801;171133;41169;100535;16.2320411051;26.0777481687
1802;171153;41154;100540;1.0488690486;30.7000979318
1803;171170;41157;100542;4.4379206845;32.5854630924
1804;171199;41148;100532;-4.8319035827;22.5731578472
1805;171213;41129;100548;-23.9303318645;38.3491556576
1806;171227;41163;100527;9.7760540557;17.3440414463
1807;171260;41161;100545;7.8461155508;35.0389377332
1808;171269;41146;100542;-7.0929586494;31.8302099784
1809;171289;41098;100544;-54.9079017852;33.6362542379
1810;171309;41146;100543;-6.9641158699;32.4481911729
1811;171330;41152;100546;-1.1945860542;35.3829264957
1812;171358;41141;100536;-11.8348694134;25.1665276621
1813;171373;41151;100551;-1.8048616562;40.0472777267
1814;171394;41143;100544;-9.5318830007;32.8218945487
1815;171419;41147;100548;-5.5313477495;36.5943261579
1816;171444;41160;100545;7.390610284;33.3430542944
1817;171455;41148;100554;-4.5788481615;42.1451610748
1818;171475;41146;100550;-6.5008755724;38.0109125269
1819;171495;41147;100558;-5.4279675148;45.8376654046
1820;171511;41164;100568;11.3017204013;55.5448476252
1821;171528;41153;100556;0.1777293272;43.393184919
1822;171548;41177;100557;23.9216000571;44.086738016
1823;171576;41152;100574;-1.0230266889;60.7584524124
1824;171596;41160;100573;7.0271703973;59.4627127881
1825;171620;41152;100573;-1.4539682025;59.5417617808
1826;171639;41136;100570;-17.0378482332;55.8673007637
1827;171653;41148;100596;-4.7078143018;81.2655556949
1828;171667;41145;100590;-8.0324026273;74.9395170574
1829;171691;41152;100598;-0.852658581;82.7629340989
1830;171711;41172;100595;19.0581880305;79.3140222219
1831;171743;41163;100620;9.8127588503;103.5576953728
1832;171759;41143;100611;-10.2905521807;94.1483482904
1833;171779;41160;100586;6.4657701569;68.9935074234
1834;171793;41154;100605;0.4576121098;87.6818526378
1835;171821;41152;100612;-1.0492906567;93.8938465348
1836;171835;41153;100586;-0.1375011289;67.5328314285
1837;171856;41148;100607;-5.1236574539;88.1727143367
1838;171876;41162;100613;8.9984127881;93.7934977985
1839;171901;41159;100613;5.8513661881;93.1633232581
1840;171921;41156;100595;2.655474647;74.5857822536
1841;171936;41131;100588;-21.9819689076;67.0838989613
1842;171950;41154;100596;0.8602007977;75.0434105753
1843;171967;41145;100571;-8.6747893657;50.1127120907
1844;171987;41147;100574;-6.4029081486;52.4895622353
1845;172008;41149;100579;-4.4621644702;57.2045106931
1846;172028;41136;100574;-17.5808633306;52.0898678389
1847;172062;41146;100565;-6.9202955058;42.3854230971
1848;172079;41138;100565;-15.1315454484;42.2583507623
1849;172095;41151;100573;-2.2858351643;50.4848381602
1850;172111;41138;100561;-15.178960943;38.0733438713
1851;172129;41142;100583;-11.293355624;59.5427069498
1852;172149;41140;100588;-13.2481145071;64.2467733799
1853;172169;41150;100566;-3.2286224777;42.0885944136
1854;172189;41141;100586;-12.1641022123;61.8315203623
1855;172221;41130;100586;-22.830128407;61.5622771294
1856;172237;41123;100588;-29.7951878017;63.1418719726
1857;172254;41119;100576;-33.9995520017;50.9862917369
1858;172271;41129;100576;-23.9931884151;50.6474624377
1859;172296;41148;100571;-4.2962315362;45.4640168894
1860;172316;41161;100582;8.5129718942;56.1548586317
1861;172336;41131;100583;-21.5275088426;56.8421564884
1862;172356;41129;100588;-23.5584253257;61.505928179
1863;172378;41137;100585;-15.863707341;58.38716755
1864;172393;41132;100591;-21.0178104532;64.1899620837
1865;172421;41127;100585;-25.8044190581;57.2450490498
1866;172443;41143;100622;-9.2107093696;93.972430663
1867;172455;41131;100608;-20.9458426925;79.5853522778
1868;172475;41128;100606;-23.6267772339;77.1496634114
1869;172495;41147;100609;-4.4032091093;79.7009624993
1870;172518;41118;100612;-33.5542185471;82.7052865368
1871;172535;41134;100612;-17.2238744066;82.5021229464
1872;172550;41125;100612;-26.4853856286;81.9267992806
1873;172578;41143;100626;-7.8823696354;95.0967395407
1874;172597;41129;100639;-22.3046032626;107.6818210224
1875;172624;41143;100627;-8.0913052391;95.0998435292
1876;172636;41134;100621;-16.9878556375;88.6647771647
1877;172656;41128;100648;-22.9344803681;115.1980421275
1878;172680;41136;100630;-14.9524009411;96.5453394
1879;172700;41142;100634;-8.9899973897;99.8785363436
1880;172721;41146;100627;-5.6318645249;92.5163285793
1881;172745;41145;100626;-6.4721671351;91.0963543071
1882;172754;41130;100607;-21.2803318276;71.7491696758
1883;172774;41114;100613;-36.8884753152;77.42467882
1884;172794;41125;100611;-25.5524432621;75.1121770221
1885;172808;41135;100612;-15.4975375273;75.6815919365
1886;172828;41128;100616;-22.7189820327;79.0379097719
1887;172860;41132;100610;-18.3975309563;72.6585735792
1888;172882;41129;100620;-21.0177620975;82.5565409601
1889;172900;41121;100609;-29.048705472;71.209310541
1890;172920;41131;100614;-19.2121825935;75.8060480356
1891;172940;41123;100608;-27.3360413533;69.4347310042
1892;172962;41136;100613;-14.363449577;74.0997040672
1893;172978;41149;100628;-1.5807013758;88.5361866418
1894;172997;41123;100636;-27.2513359983;95.9047068032
1895;173013;41122;100630;-27.5187445422;89.3409024414
1896;173030;41130;100628;-19.3277343313;86.8853903208
1897;173053;41134;100622;-16.2992481065;80.7457882943
1898;173087;41121;100631;-28.8371615353;89.0868255917
1899;173092;41126;100624;-23.6785698857;81.6694536763
1900;173112;41107;100658;-42.3480825252;115.2208254896
1901;173130;41128;100623;-20.9599417102;79.7204544004
1902;173150;41132;100626;-16.5023594097;82.1285728679
1903;173179;41115;100643;-33.7995773483;98.7824187585
1904;173193;41124;100638;-24.6997679356;93.3471615743
1905;173213;41125;100626;-23.5116590203;80.8851637937
1906;173240;41135;100647;-13.4244144894;101.3942637064
1907;173252;41139;100639;-9.3564259835;92.937629766
1908;173272;41130;100611;-18.0065527652;64.6687127913
1909;173301;41124;100649;-25.0898987064;101.87683661
1910;173316;41117;100632;-31.7547185917;84.4769736987
1911;173331;41130;100646;-18.5695679315;98.3033233451
1912;173364;41109;100639;-39.423572595;90.7356224655
1913;173384;41116;100647;-32.3098019734;98.1350295697
1914;173402;41124;100648;-24.0891909925;98.6063606566
1915;173422;41124;100607;-23.6027167312;57.3953542788
1916;173438;41123;100647;-24.567691018;96.9471017217
1917;173456;41116;100647;-31.0926589334;96.2990280443
1918;173472;41118;100641;-29.1372840792;89.7868812858
1919;173497;41131;100651;-16.0829330595;99.3379414542
1920;173521;41125;100649;-22.2096033216;96.9023993028
1921;173541;41125;100643;-22.3603523685;90.4873737191
1922;173557;41123;100637;-24.2326639136;84.118899129
1923;173577;41115;100624;-31.7043712903;70.8717707791
1924;173594;41116;100628;-30.4203108012;74.1985307447
1925;173616;41114;100610;-32.2061105386;55.7549173986
1926;173631;41108;100612;-38.1993605355;57.594298413
1927;173651;41110;100599;-36.1429626013;44.4773516081
1928;173671;41106;100600;-39.9313100084;45.266973192
1929;173691;41104;100598;-41.7105648431;43.0677762011
1930;173715;41108;100580;-37.0642816859;24.489067166
1931;173730;41103;100590;-42.3963098149;34.3200075894
1932;173760;41096;100571;-49.2284744433;15.7440564376
1933;173776;41097;100566;-48.0560625109;10.6651004583
1934;173792;41094;100584;-50.4898159533;28.3818532865
1935;173812;41087;100587;-56.7480247267;31.0360592227
1936;173835;41095;100582;-48.5839488606;25.8809050138
1937;173855;41089;100564;-54.4329587121;7.8343040225
1938;173877;41096;100581;-47.8340532211;24.925544939
1939;173892;41092;100573;-51.03917713;16.9555936448
1940;173922;41082;100580;-60.7214848315;23.7151970736
1941;173944;41094;100586;-48.2122704714;29.2669297748
1942;173967;41099;100579;-43.5022221278;22.2741811061
1943;173987;41098;100584;-44.7971333135;27.2783837181
1944;174004;41102;100584;-40.5235741791;27.0968811987
1945;174024;41080;100580;-61.9953595402;22.8883771209
1946;174041;41097;100583;-45.0953185305;25.7369138013
1947;174058;41075;100596;-66.5991611581;38.6187542307
1948;174074;41093;100580;-48.3391493753;22.627756718
1949;174102;41082;100593;-58.82189019;35.425475624
1950;174112;41089;100590;-51.4885025458;32.2422756042
1951;174132;41092;100583;-48.1192207869;25.0906264853
1952;174152;41081;100583;-58.6960640499;24.9396511337
1953;174172;41093;100593;-46.2719693708;34.5528253059
1954;174202;41098;100591;-41.4668519949;32.5624892105
1955;174217;41085;100594;-54.0036670467;35.4257297203
1956;174249;41091;100589;-47.5880055358;30.2702143996
1957;174255;41086;100575;-52.3687249132;16.1568586003
1958;174275;41093;100500;-45.3525817917;-58.6748982562
1959;174295;41089;100614;-49.3174976818;54.9219171058
1960;174318;41090;100587;-48.6003610767;27.9161428589
1961;174336;41093;100591;-45.1568425356;32.0050752324
1962;174354;41087;100605;-50.9205026717;45.5527742594
1963;174376;41078;100598;-59.6433136487;38.1250176331
1964;174391;41084;100590;-53.3782105653;29.9961582907
1965;174411;41083;100601;-54.1038888519;40.8784576422
1966;174446;41095;100588;-41.5604361557;27.9112922286
1967;174466;41091;100591;-45.0951261534;30.8540012077
1968;174482;41076;100589;-59.4940765535;28.4970089774
1969;174497;41079;100589;-56.4173969326;28.185687108
1970;174512;41081;100569;-53.9981011397;8.2105492453
1971;174536;41075;100553;-60.0038562762;-7.5628878651
1972;174556;41074;100539;-60.6386325868;-21.6715193711
1973;174576;41063;100557;-71.4082424537;-3.6322887236
1974;174596;41061;100524;-73.2323639475;-36.3486495625
1975;174616;41067;100535;-67.088243642;-25.1208797274
1976;174636;41065;100531;-68.4448400016;-29.2723988983
1977;174651;41081;100524;-52.1723892528;-36.1339269068
1978;174681;41070;100525;-63.3046276735;-34.562705993
1979;174693;41055;100524;-78.0535145922;-35.2878874146
1980;174713;41064;100524;-68.5862650059;-35.195331917
1981;174733;41059;100537;-73.0956506014;-22.1686223235
1982;174753;41068;100547;-63.6517882027;-12.1924294045
1983;174774;41057;100527;-74.7174147867;-32.1517003317
1984;174805;41062;100529;-69.0941188003;-29.7249357546
1985;174820;41068;100514;-62.9400858833;-44.5309279661
1986;174834;41060;100538;-70.591110916;-20.4278753983
1987;174854;41053;100531;-77.1871454355;-27.2690989542
1988;174874;41060;100529;-69.8200325254;-29.100970145
1989;174906;41065;100530;-64.6864291401;-28.1253317673
1990;174922;41071;100541;-57.793095498;-17.3978224297
1991;174937;41065;100550;-63.8116924365;-8.4695874666
1992;174952;41055;100553;-73.0014720175;-5.0514953084
1993;174969;41072;100531;-55.982133126;-26.7628007279
1994;174989;41056;100543;-71.9487624974;-14.7936991809
1995;175016;41047;100541;-80.3213000911;-16.8302998776
1996;175036;41057;100568;-69.7468418212;10.0286170593
1997;175056;41065;100537;-61.2140625896;-20.9571687071
1998;175079;41056;100547;-69.8234540038;-10.999544351
1999;175095;41061;100556;-65.2461573566;-2.018032802
2000;175125;41066;100574;-60.3195053402;16.1803100302
2001;175145;41062;100548;-64.2539841284;-9.732153517
2002;175152;41053;100569;-72.8806981146;11.1684421378
2003;175172;41069;100570;-56.4008725219;11.9600146553
2004;175194;41070;100579;-54.8904997689;20.8657318676
2005;175231;41051;100574;-73.2770775086;16.0460802226
2006;175233;41072;100581;-52.0031439797;22.9210045804
2007;175253;41057;100569;-66.2331350629;10.6446668114
2008;175290;41068;100586;-54.8912812093;27.4587640285
2009;175298;41057;100588;-65.6310718122;29.2952272757
2010;175318;41060;100692;-62.5122284924;132.6230504715
2011;175338;41071;100606;-51.4472457484;46.4026116693
2012;175358;41060;100602;-62.3245222457;42.2309242375
2013;175378;41070;100611;-52.2532834352;51.0153413561
2014;175394;41063;100591;-59.0640680047;30.8227796381
2015;175425;41061;100605;-60.205891116;44.3690993987
2016;175447;41060;100640;-61.1362570313;79.097549881
2017;175467;41068;100613;-53.0458602804;51.9476507909
2018;175487;41073;100606;-47.9817132007;44.8340990422
2019;175491;41062;100618;-58.7360545495;56.5660575571
2020;175511;41057;100484;-62.7297964822;-77.2594137169
2021;175542;41068;100631;-51.4152504314;69.1788313464
2022;175557;41055;100606;-64.3021018471;44.2154415958
2023;175572;41061;100636;-58.4662630158;73.9020504955
2024;175597;41074;100617;-45.4211569378;54.4999708061
2025;175617;41073;100631;-46.3009594183;68.1449025296
2026;175637;41043;100622;-76.0318342472;58.8365899683
2027;175657;41055;100646;-63.8245260627;82.4097993436
2028;175687;41071;100642;-47.3235226034;78.1718676967
2029;175703;41075;100633;-42.7771576371;68.6767672194
2030;175719;41073;100662;-44.4317787562;97.1182603588
2031;175741;41057;100650;-60.2450055917;84.5426784652
2032;175768;41074;100650;-42.615878885;84.2243858045
2033;175779;41060;100664;-56.2951952605;97.7712664209
2034;175799;41072;100651;-44.6843510054;84.3800582781
2035;175814;41067;100664;-49.5658936499;96.8430011054
2036;175834;41064;100673;-52.4029018402;105.2346650233
2037;175865;41069;100690;-46.719644105;121.3393333273
2038;175881;41033;100687;-82.4739777345;117.8787840565
2039;175908;41070;100696;-45.4456404139;126.4457371355
2040;175928;41072;100701;-43.3688888797;130.9305429845
2041;175948;41071;100703;-44.2881402039;132.4086788039
2042;175968;41068;100713;-47.5672892962;141.4538111205
2043;175984;41064;100718;-50.6578641305;145.4189043846
2044;176000;41072;100715;-42.5212252891;141.5001749589
2045;176018;41072;100715;-42.6811109832;141.3636044866
2046;176034;41079;100735;-35.5254096916;160.7662901684
2047;176056;41075;100716;-39.16078018;141.0254574028
2048;176076;41084;100722;-29.7792825644;146.1043197796
2049;176096;41074;100715;-39.3484480445;138.2218928873
2050;176120;41077;100722;-36.2335601497;144.4156429867
2051;176136;41079;100723;-33.9582256927;144.6065368297
2052;176152;41077;100711;-36.5559761255;132.0772705424
2053;176183;41085;100697;-28.2016272865;117.5188198921
2054;176194;41073;100694;-40.0652923521;113.8233975678
2055;176214;41078;100700;-34.8045083288;119.2515311583
2056;176234;41051;100693;-61.4095097288;111.717706237
2057;176254;41070;100693;-42.110967625;111.1867325965
2058;176274;41065;100666;-46.6909769052;83.762629432
2059;176305;41062;100697;-49.540070652;113.9907670083
2060;176321;41083;100679;-28.5223446846;95.4551128692
2061;176346;41054;100698;-57.2222019819;113.9248658082
2062;176372;41066;100701;-44.8431071295;116.375354469
2063;176392;41019;100712;-91.2207408549;126.7559751383
2064;176412;41063;100698;-46.8205924516;112.2098267041
2065;176428;41061;100693;-49.642796803;106.7803770891
2066;176444;41068;100626;-41.42878464;39.5485884713
2067;176460;41059;100706;-50.5328646986;118.8289253864
2068;176476;41067;100703;-42.4992539826;115.4576037578
2069;176500;41050;100702;-59.4801423546;113.819774954
2070;176513;41053;100719;-56.3380894603;130.118873092
2071;176533;41068;100714;-41.1304207917;124.5535532058
2072;176553;41072;100707;-36.9436932483;117.0264039919
2073;176573;41058;100729;-50.6878021245;138.3922345968
2074;176594;41056;100719;-51.2488474349;127.418838971
2075;176614;41079;100709;-28.853680974;117.011935151
2076;176633;41060;100720;-47.8129576699;127.4426600541
2077;176658;41068;100727;-39.8021837099;133.4573108998
2078;176678;41060;100714;-47.8001169973;119.7866570939
2079;176698;41062;100725;-45.8142570808;130.2441550057
2080;176718;41053;100726;-54.7844484569;130.6999706244
2081;176743;41055;100726;-52.6573835284;130.4884666371
2082;176759;41068;100729;-39.1944517222;132.7298723619
2083;176775;41065;100748;-41.7988075294;150.5776715818
2084;176796;41050;100733;-56.4090917378;134.9747627351
2085;176816;41065;100729;-41.1136906344;130.4550723337
2086;176836;41059;100732;-46.7892323277;132.9236967426
2087;176862;41059;100733;-45.9160758746;132.7936216954
2088;176878;41066;100726;-38.5434158783;124.9780063227
2089;176894;41062;100737;-42.5616409788;135.5085097153
2090;176925;41063;100736;-42.0836207751;133.8555904616
2091;176946;41062;100731;-43.3073830631;128.3348583066
2092;176967;41064;100737;-40.5578533845;133.5892738771
2093;176980;41058;100715;-46.2098559474;110.8633299509
2094;177000;41055;100718;-48.8545807391;113.0102071093
2095;177023;41055;100721;-49.4120651637;115.7776283306
2096;177049;41059;100723;-45.0768803223;117.3170404477
2097;177069;41038;100715;-65.2125645071;108.7293031472
2098;177074;41063;100714;-39.8879432461;107.1636867661
2099;177094;41063;100707;-39.1400459085;99.5510428797
2100;177118;41055;100695;-47.4763916874;87.2909752486
2101;177138;41055;100710;-47.8142994537;101.950614712
2102;177158;41056;100716;-47.1583159182;107.5828503744
2103;177173;41047;100701;-56.1808089689;91.9528715137
2104;177204;41048;100712;-54.2431381116;102.4628793986
2105;177220;41053;100718;-49.2313255675;107.9762592653
2106;177243;41053;100710;-49.3369716086;98.4986168769
2107;177267;41052;100715;-49.7591778926;103.2926415207
2108;177287;41054;100726;-47.1979432011;114.0889388256
2109;177298;41051;100730;-49.7130348703;117.5194246095
2110;177318;41054;100733;-45.9713041193;119.7754306669
2111;177338;41065;100726;-34.4910161104;112.247004837
2112;177354;41054;100738;-45.7563243353;123.6082711722
2113;177385;41070;100744;-29.3585253202;129.3569770949
2114;177413;41053;100741;-46.1961328585;125.5008544249
2115;177433;41044;100734;-55.0209387019;117.7177328479
2116;177453;41063;100749;-35.9420525968;131.8626093515
2117;177453;41046;100755;-52.692576861;137.1643494168
2118;177473;41048;100693;-50.7706315835;75.2515676492
2119;177504;41062;100748;-36.6839613802;129.6099145166
2120;177522;41056;100748;-42.4120011997;128.3185769714
2121;177542;41058;100753;-40.2221713197;132.7539806488
2122;177570;41045;100754;-52.9343594966;133.4937315579
2123;177583;41048;100757;-49.7046854017;135.8416789638
2124;177603;41050;100741;-47.4943243567;119.2482081667
2125;177623;41036;100734;-61.2150727277;111.6927676911
2126;177643;41049;100730;-48.0022749676;107.1601673855
2127;177660;41048;100727;-48.6271692133;103.5239455582
2128;177676;41049;100725;-47.4592660077;100.7347563773
2129;177701;41041;100715;-55.5454068657;90.4324164663
2130;177715;41039;100722;-57.4077677648;97.0218331102
2131;177735;41044;100723;-51.9709015187;97.4581568642
2132;177755;41041;100691;-54.5202517431;65.05696797
2133;177786;41049;100697;-46.3550993729;70.4109715064
2134;177802;41038;100701;-57.2046403805;74.0181458018
2135;177818;41039;100712;-56.4131078138;84.85234326
2136;177834;41028;100702;-66.543860788;74.4796470906
2137;177856;41040;100700;-54.486661469;72.1112683177
2138;177876;41043;100708;-51.533883928;79.7087899552
2139;177898;41039;100707;-55.0594277045;78.2077095061
2140;177918;41033;100694;-60.5276206495;64.7730202488
2141;177936;41037;100721;-56.1770383943;91.2850790832
2142;177968;41039;100708;-54.3815109858;78.104321894
2143;177984;41007;100706;-85.8811540911;75.7922238117
2144;178008;41040;100708;-52.6122151553;77.2803769668
2145;178028;41045;100722;-47.3928366108;90.7036270873
2146;178052;41033;100722;-59.074227426;90.2305851738
2147;178072;41036;100714;-55.7547264211;81.8753329554
2148;178088;41024;100721;-67.4646793322;88.2362101126
2149;178104;41002;100757;-89.1679181411;123.5836972052
2150;178120;41039;100731;-51.7809060236;97.098340053
2151;178143;41046;100748;-45.3662153222;113.4548975957
2152;178167;41040;100730;-51.1823288647;95.0034970249
2153;178187;41035;100741;-55.8995062767;105.5019172882
2154;178207;41039;100748;-51.6379758023;111.9680359402
2155;178229;41042;100739;-48.2069209974;102.2711207729
2156;178245;41044;100762;-46.0443215771;124.5605900331
2157;178261;41040;100743;-50.0981113181;105.3550122498
2158;178277;41045;100734;-44.7546059185;95.8870557735
2159;178301;41034;100741;-55.4196592079;102.3545407146
2160;178321;41030;100744;-59.1579084419;104.8232318903
2161;178341;41033;100738;-55.9125344293;98.3246008451
2162;178363;41034;100736;-54.4385847124;95.6194136947
2163;178379;41028;100736;-60.3137550966;95.1302065326
2164;178395;41025;100733;-62.5728392172;91.7819812898
2165;178426;41027;100721;-59.9548752039;79.3180001565
2166;178449;41025;100713;-62.0532817295;71.1111878955
2167;178469;41018;100718;-69.1612783453;75.8720798232
2168;178482;41017;100717;-69.8215188028;74.46745984
2169;178502;41030;100712;-56.4075762994;69.0223918031
2170;178522;41024;100713;-61.9649457055;69.5741007219
2171;178539;41019;100701;-66.5660421042;57.4410229378
2172;178557;41032;100707;-53.4770062528;62.9829143094
2173;178575;41020;100711;-64.8591067967;66.59494677
2174;178603;41023;100723;-61.5388383828;78.221346397
2175;178623;41024;100708;-60.2863278516;62.9208048106
2176;178631;41023;100715;-61.0114531182;69.5722239892
2177;178651;41019;100715;-64.5161291136;69.2184747969
2178;178671;41018;100718;-65.0173349088;71.8515084304
2179;178708;41022;100721;-61.1386798724;74.2393077652
2180;178725;41016;100732;-66.5601412254;84.94380724
2181;178753;41014;100724;-68.6566065728;76.6892168745
2182;178766;41022;100715;-60.4434626188;67.2243282272
2183;178786;41025;100726;-57.2342525184;77.5939117563
2184;178812;41020;100720;-61.5770732652;71.3835560611
2185;178815;41016;100716;-65.2135967721;67.0680264665
2186;178835;41025;100734;-55.95110762;84.7390098187
2187;178863;41007;100725;-73.6042431648;75.4141473503
2188;178881;41014;100725;-66.2935185573;75.0506257116
2189;178894;41022;100727;-58.0233393274;76.6729394241
2190;178914;41023;100728;-56.7609617581;77.3007494388
2191;178934;41019;100729;-60.4799166113;77.9255422417
2192;178965;41011;100735;-68.0249575678;83.372381054
2193;178982;41004;100742;-75.0949489804;89.6766549374
2194;178998;41014;100740;-64.4489439262;87.266806561
2195;179018;41024;100738;-54.3662523754;85.056686854
2196;179038;41010;100776;-68.0437258409;122.5780473982
2197;179063;41016;100743;-61.5590237408;89.1392845367
2198;179083;41024;100747;-53.1410529316;92.6679883456
2199;179103;41006;100738;-70.6343294191;83.2440587553
2200;179123;41024;100729;-51.8915020225;73.7950181101
2201;179139;41028;100732;-47.7055947224;76.3503499017
2202;179155;41026;100724;-50.0106695197;68.0959106785
2203;179194;41010;100724;-65.6276813257;67.6715897173
2204;179214;41015;100726;-60.3224007312;69.2856712749
2205;179234;41021;100701;-54.0485522676;44.0265352278
2206;179239;41009;100731;-65.7382761882;73.625203524
2207;179259;40982;100705;-92.4354031059;47.0406351927
2208;179275;41015;100720;-59.3513900277;61.9527745335
2209;179306;41019;100716;-55.3858256078;57.9567385074
2210;179322;41010;100716;-63.5651061904;57.64484006
2211;179348;41004;100733;-68.9774042818;74.0042290669
2212;179367;41000;100721;-72.6685232902;61.7109256933
2213;179387;41010;100725;-62.524030809;65.5406149894
2214;179404;40999;100735;-73.104981496;75.1595536109
2215;179424;41012;100721;-59.6135108425;60.7630707603
2216;179445;41022;100740;-49.4396222659;79.3409815987
2217;179464;41031;100724;-40.4896413065;63.0571445261
2218;179480;41008;100747;-63.2515779679;85.6234213406
2219;179492;41022;100737;-49.0042938749;75.2214490063
2220;179512;41017;100741;-53.7045540919;78.7857388392
2221;179532;40996;100730;-74.3010788479;67.4070505295
2222;179571;41013;100739;-57.3506912926;76.1061743963
2223;179587;41008;100761;-61.9921896405;97.5078800566
2224;179606;41007;100746;-62.3667196189;81.9264587366
2225;179626;41012;100760;-57.5070294562;95.676830097
2226;179650;41000;100743;-68.8154785913;78.5243364654
2227;179672;41021;100753;-47.0680429097;88.1454389719
2228;179692;41031;100808;-36.3484712941;142.3930094938
2229;179712;41025;100776;-41.5997569104;109.8041918119
2230;179732;41013;100792;-55.8002238622;125.5288068647
2231;179748;41019;100782;-49.7621420754;114.45627783
2232;179764;41017;100798;-50.6383656363;129.1026051488
2233;179788;41004;100804;-64.0684851094;135.0402328318
2234;179796;41008;100791;-59.8079775298;121.4769798595
2235;179816;41020;100802;-47.3938324463;131.7739704157
2236;179836;41032;100798;-35.0407776578;127.0943111585
2237;179857;41019;100790;-47.5464738949;118.4138440239
2238;179877;41010;100793;-55.9732606794;120.694780958
2239;179911;41030;100806;-35.1913039393;133.3952498015
2240;179929;40990;100787;-74.3340805179;113.759310765
2241;179942;41011;100788;-53.1418076749;114.079305296
2242;179962;41021;100788;-43.1506526996;113.3323472968
2243;179992;41021;100791;-44.4099855533;116.081627199
2244;180013;41020;100791;-44.9520114967;115.4069333497
2245;180025;41010;100781;-54.6586069107;104.7127578121
2246;180045;41021;100792;-43.445171985;114.8264907821
2247;180061;41021;100787;-42.7181312964;109.2887522122
2248;180077;41018;100777;-46.5183198507;99.1357365958
2249;180111;41019;100785;-44.9629851567;106.5987773568
2250;180131;41015;100796;-48.4219428052;116.9762308688
2251;180144;41016;100784;-47.0822731792;104.4604364266
2252;180164;41004;100796;-58.7316209968;115.9417991316
2253;180180;41026;100794;-36.5567296177;113.2981203361
